"Mês","Região","Variável","Indústria geral","Indústrias extrativas","Indústrias de transformação"
"dezembro 2016","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","1.7","1.9","1.8"
"dezembro 2016","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","0.0","7.2","-1.1"
"dezembro 2016","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-6.4","-9.4","-6.0"
"dezembro 2016","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-6.4","-9.4","-6.0"
"janeiro 2017","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","90.76173","118.05963","87.31177"
"janeiro 2017","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","100.45497","119.21209","97.97828"
"janeiro 2017","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.7","1.4","0.5"
"janeiro 2017","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","2.1","13.8","0.4"
"janeiro 2017","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.1","13.8","0.4"
"janeiro 2017","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-5.3","-7.2","-5.0"
"fevereiro 2017","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","88.41199","108.03582","85.93189"
"fevereiro 2017","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","101.47305","120.88641","99.12644"
"fevereiro 2017","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","1.0","1.4","1.2"
"fevereiro 2017","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","0.1","7.1","-1.0"
"fevereiro 2017","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","1.1","10.5","-0.3"
"fevereiro 2017","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-4.5","-5.9","-4.4"
"março 2017","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","99.55177","114.91462","97.61018"
"março 2017","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","99.99678","119.22598","97.31511"
"março 2017","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-1.5","-1.4","-1.8"
"março 2017","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","2.1","9.6","1.1"
"março 2017","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","1.4","10.2","0.2"
"março 2017","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-3.4","-3.8","-3.4"
"abril 2017","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","92.42064","111.80093","89.97133"
"abril 2017","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","99.94742","118.50623","97.40539"
"abril 2017","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.0","-0.6","0.1"
"abril 2017","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-4.5","6.6","-6.0"
"abril 2017","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-0.1","9.3","-1.4"
"abril 2017","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-3.2","-2.1","-3.4"
"maio 2017","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","105.02557","119.92573","103.14246"
"maio 2017","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","100.39821","118.42657","97.97715"
"maio 2017","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.5","-0.1","0.6"
"maio 2017","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","4.5","5.5","4.4"
"maio 2017","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","0.9","8.5","-0.2"
"maio 2017","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-2.2","-0.6","-2.5"
"junho 2017","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","103.06748","118.81750","101.07697"
"junho 2017","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","101.30787","119.38712","99.05656"
"junho 2017","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.9","0.8","1.1"
"junho 2017","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","0.9","6.6","0.1"
"junho 2017","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","0.9","8.1","-0.1"
"junho 2017","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-1.7","1.1","-2.1"
"julho 2017","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","107.34819","120.95548","105.62847"
"julho 2017","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","101.48898","115.95384","99.65396"
"julho 2017","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.2","-2.9","0.6"
"julho 2017","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","2.8","3.3","2.7"
"julho 2017","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","1.2","7.4","0.3"
"julho 2017","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-0.9","2.2","-1.4"
"agosto 2017","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","112.64103","120.69142","111.62361"
"agosto 2017","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","101.54955","114.56813","99.86334"
"agosto 2017","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.1","-1.2","0.2"
"agosto 2017","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","3.9","2.4","4.2"
"agosto 2017","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","1.6","6.7","0.8"
"agosto 2017","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-0.1","3.6","-0.7"
"setembro 2017","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","108.34912","118.58370","107.05565"
"setembro 2017","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","101.89485","114.98412","100.78535"
"setembro 2017","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.3","0.4","0.9"
"setembro 2017","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","2.6","1.9","2.6"
"setembro 2017","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","1.7","6.2","1.0"
"setembro 2017","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","0.5","4.7","-0.1"
"outubro 2017","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","110.87912","120.79089","109.62645"
"outubro 2017","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","102.87599","116.61870","101.28224"
"outubro 2017","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","1.0","1.4","0.5"
"outubro 2017","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","5.5","2.4","6.0"
"outubro 2017","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.1","5.8","1.6"
"outubro 2017","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","1.6","5.8","1.1"
"novembro 2017","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","105.57980","116.40688","104.21145"
"novembro 2017","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","103.32497","116.15992","101.79775"
"novembro 2017","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.4","-0.4","0.5"
"novembro 2017","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","4.8","1.0","5.3"
"novembro 2017","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.3","5.3","1.9"
"novembro 2017","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.2","5.5","1.7"
"dezembro 2017","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","94.39374","117.78314","91.43774"
"dezembro 2017","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","106.08388","114.44470","104.95184"
"dezembro 2017","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","2.7","-1.5","3.1"
"dezembro 2017","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","4.9","-3.5","6.4"
"dezembro 2017","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.5","4.5","2.2"
"dezembro 2017","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.5","4.5","2.2"
"janeiro 2018","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","95.85064","117.81546","93.07468"
"janeiro 2018","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","103.69156","117.35307","102.09822"
"janeiro 2018","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-2.3","2.5","-2.7"
"janeiro 2018","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","5.6","-0.2","6.6"
"janeiro 2018","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","5.6","-0.2","6.6"
"janeiro 2018","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.8","3.4","2.7"
"fevereiro 2018","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","90.04273","102.01153","88.53009"
"fevereiro 2018","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","102.91899","115.03118","101.51764"
"fevereiro 2018","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.7","-2.0","-0.6"
"fevereiro 2018","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","1.8","-5.6","3.0"
"fevereiro 2018","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","3.8","-2.8","4.8"
"fevereiro 2018","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.9","2.4","3.0"
"março 2018","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","100.49774","111.83411","99.06503"
"março 2018","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","104.54503","116.24862","102.78825"
"março 2018","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","1.6","1.1","1.3"
"março 2018","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","1.0","-2.7","1.5"
"março 2018","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.8","-2.7","3.6"
"março 2018","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.8","1.4","3.0"
"abril 2018","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","100.77646","110.45269","99.55356"
"abril 2018","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","104.89787","117.99862","102.75356"
"abril 2018","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.3","1.5","0.0"
"abril 2018","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","9.0","-1.2","10.7"
"abril 2018","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","4.3","-2.4","5.4"
"abril 2018","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","3.9","0.8","4.4"
"maio 2018","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","98.36000","120.61424","95.54747"
"maio 2018","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","93.45488","120.28313","89.88966"
"maio 2018","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-10.9","1.9","-12.5"
"maio 2018","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-6.3","0.6","-7.4"
"maio 2018","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.0","-1.7","2.5"
"maio 2018","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.9","0.4","3.3"
"junho 2018","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","106.10223","118.77428","104.50072"
"junho 2018","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","105.02329","118.90856","103.37880"
"junho 2018","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","12.4","-1.1","15.0"
"junho 2018","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","2.9","0.0","3.4"
"junho 2018","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.1","-1.5","2.7"
"junho 2018","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","3.1","-0.1","3.6"
"julho 2018","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","111.61924","122.27989","110.27193"
"julho 2018","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","104.68772","118.28882","102.89313"
"julho 2018","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.3","-0.5","-0.5"
"julho 2018","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","4.0","1.1","4.4"
"julho 2018","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.4","-1.1","3.0"
"julho 2018","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","3.2","-0.3","3.8"
"agosto 2018","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","114.46150","120.76449","113.66492"
"agosto 2018","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","103.83095","113.36895","102.43706"
"agosto 2018","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.8","-4.2","-0.4"
"agosto 2018","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","1.6","0.1","1.8"
"agosto 2018","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.3","-0.9","2.8"
"agosto 2018","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","3.0","-0.5","3.5"
"setembro 2018","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","105.73437","116.90938","104.32205"
"setembro 2018","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","100.82480","112.97867","99.96978"
"setembro 2018","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-2.9","-0.3","-2.4"
"setembro 2018","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-2.4","-1.4","-2.6"
"setembro 2018","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","1.7","-1.0","2.2"
"setembro 2018","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.6","-0.8","3.1"
"outubro 2018","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","111.61565","123.58628","110.10278"
"outubro 2018","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","102.30582","117.87702","100.38065"
"outubro 2018","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","1.5","4.3","0.4"
"outubro 2018","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","0.7","2.3","0.4"
"outubro 2018","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","1.6","-0.6","2.0"
"outubro 2018","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.1","-0.8","2.6"
"novembro 2018","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","104.28134","118.20499","102.52164"
"novembro 2018","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","102.15935","118.73856","100.27153"
"novembro 2018","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.1","0.7","-0.1"
